,Date,Close.Last,Volume,Open,High,Low
2270,3/28/2014,15.027,283604,14.7252,15.0836,14.7001
2269,3/31/2014,15.2471,2337287,15.0836,15.2471,14.7001
2268,4/1/2014,15.5426,374604,15.2156,15.5426,15.0082
2267,4/2/2014,15.5929,321513,15.5489,15.8067,15.4168
2266,4/3/2014,14.763,374741,15.6306,15.7186,14.7347
2265,4/4/2014,14.4737,322854,14.8384,14.9006,14.2034
2264,4/7/2014,14.4737,238463,14.4674,14.5618,14.1719
2263,4/8/2014,15.071,522029,14.4863,15.2031,14.3417
2262,4/9/2014,14.8636,282041,15.1276,15.1653,14.8195
2261,4/10/2014,14.3857,117977,14.8321,14.8636,14.3857
2260,4/11/2014,14.8384,581499,14.2914,14.9076,13.7758
2259,4/14/2014,14.8321,305207,15.0144,15.0962,14.7818
2258,4/15/2014,14.0902,264699,14.8761,15.0522,13.9393
2257,4/16/2014,14.1531,190982,14.1153,14.2285,13.845
2256,4/17/2014,14.021,367082,14.1091,14.2411,13.6312
2255,4/21/2014,14.7064,312363,14.021,14.8636,14.021
2254,4/22/2014,14.3291,202493,14.6938,14.763,14.2411
2253,4/23/2014,14.3794,302098,14.348,14.7504,14.2977
2252,4/24/2014,14.7001,134735,14.4486,15.0019,14.3606
2251,4/25/2014,13.889,328250,14.5995,14.6121,13.801
2250,4/28/2014,14.2034,289596,13.9393,14.2725,13.7507
2249,4/29/2014,14.1342,150972,14.2914,14.3543,13.9204
2248,4/30/2014,14.5492,598996,14.1531,14.5743,13.3483
2247,5/1/2014,15.0899,632315,14.5177,15.1276,14.4297
2246,5/2/2014,14.9264,346015,15.0773,15.4565,14.8573
2245,5/5/2014,14.392,191123,14.8195,14.8887,14.3354
2244,5/6/2014,13.9582,238446,14.3165,14.392,13.9079
2243,5/7/2014,13.845,203975,13.9833,14.1468,13.6438
2242,5/8/2014,13.3986,197064,13.7884,13.9827,13.2791
2241,5/9/2014,13.2917,202501,13.3546,13.3986,13.1974
2240,5/12/2014,13.5872,189672,13.3168,13.6501,13.2037
2239,5/13/2014,13.6186,136193,13.5558,13.6941,13.3546
2238,5/14/2014,13.474,135030,13.5306,13.6123,13.3923
2237,5/15/2014,13.4929,195344,13.3923,13.5998,13.3608
2236,5/16/2014,13.3734,262444,13.4614,13.4866,13.2854
2235,5/19/2014,13.8073,156374,13.3608,13.8638,13.3244
2234,5/20/2014,13.8073,160790,13.8261,13.8827,13.6847
2233,5/21/2014,13.8827,151549,13.8324,14.0902,13.8324
2232,5/22/2014,14.0776,113771,13.8638,14.1594,13.845
2231,5/23/2014,14.1908,93193,14.1216,14.3103,14.0085
2230,5/27/2014,14.5869,174333,14.5303,14.7567,14.4989
2229,5/28/2014,14.4612,192084,14.5743,14.6121,14.0776
2228,5/29/2014,14.2348,307736,14.4612,14.5177,14.1845
2227,5/30/2014,14.2537,241461,14.2725,14.4989,14.2285
2226,6/2/2014,14.2159,259399,14.0399,14.392,13.845
2225,6/3/2014,14.1845,879090,14.1782,14.26,13.933
2224,6/4/2014,14.1782,183715,14.0776,14.4612,14.0085
2223,6/5/2014,14.4297,134733,14.2285,14.4612,13.9707
2222,6/6/2014,15.0899,415113,14.5303,15.2628,14.4674
2221,6/9/2014,15.2031,113452,15.0144,15.3351,14.8636
2220,6/10/2014,15.2094,103836,15.2156,15.2282,15.0019
2219,6/11/2014,15.1653,102954,15.2094,15.486,15.0647
2218,6/12/2014,15.1213,119287,15.1653,15.2345,14.8856
2217,6/13/2014,15.2282,194876,15.1528,15.4231,15.0207
2216,6/16/2014,15.2659,212069,15.2408,15.4043,15.1842
2215,6/17/2014,15.0333,285881,15.2282,15.3854,15.0019
2214,6/18/2014,15.3414,121790,15.0333,15.3414,14.8894
2213,6/19/2014,15.4986,143031,15.3414,15.574,15.2722
2212,6/20/2014,15.4734,192960,15.5426,15.5866,15.3068
2211,6/23/2014,15.1968,186479,15.4986,15.4986,15.1716
2210,6/24/2014,15.2408,85950,15.1905,15.4923,15.1226
2209,6/25/2014,15.3665,91853,15.1653,15.3728,15.0899
2208,6/26/2014,15.4294,42338,15.3477,15.4671,15.1968
2207,6/27/2014,15.4734,358401,15.3351,15.5426,15.2471
2206,6/30/2014,15.6369,123062,15.442,15.6872,15.3603
2205,7/1/2014,15.3854,248570,15.6809,15.7186,15.354
2204,7/2/2014,15.5615,75269,15.3665,15.5929,15.3414
2203,7/3/2014,15.486,54386,15.5866,15.6558,15.4609
2202,7/7/2014,15.1339,147210,15.5615,15.5615,15.115
2201,7/8/2014,14.8321,123299,15.0962,15.1402,14.5995
2200,7/9/2014,14.8698,104551,14.8321,14.9767,14.7567
2199,7/10/2014,14.6749,173248,14.6121,14.7252,14.4706
2198,7/11/2014,14.6372,89599,14.6372,14.7567,14.524
2197,7/14/2014,14.4989,101174,14.7504,14.8535,14.4549
2196,7/15/2014,14.065,129685,14.4612,14.5592,14.0022
2195,7/16/2014,14.0147,326276,14.0902,14.2411,13.8953
2194,7/17/2014,14.1216,231735,13.9519,14.1971,13.9079
2193,7/18/2014,14.1656,279042,14.1028,14.3142,13.9267
2192,7/21/2014,14.2411,150797,14.1279,14.2977,13.9645
2191,7/22/2014,14.3606,131325,14.2851,14.3983,14.0839
2190,7/23/2014,14.2097,42626,14.3857,14.3983,14.1846
2189,7/24/2014,14.2097,79913,14.26,14.3165,14.1405
2188,7/25/2014,14.4674,174741,14.1091,14.4989,14.1091
2187,7/28/2014,14.5115,107024,14.4486,14.558,14.1971
2186,7/29/2014,14.1971,96275,14.5052,14.6372,14.1531
2185,7/30/2014,14.1531,153637,14.2411,14.3096,14.021
2184,7/31/2014,14.2348,308930,14.6183,14.6183,13.889
2183,8/1/2014,14.4612,185748,14.26,14.5115,14.1971
2182,8/4/2014,14.6875,213981,14.5303,14.7001,14.2662
2181,8/5/2014,14.5618,162170,14.5932,14.7755,14.4737
2180,8/6/2014,14.8636,159065,14.5366,15.071,14.5366
2179,8/7/2014,14.807,94509,14.8698,15.027,14.6686
2178,8/8/2014,14.6875,73621,14.7881,14.807,14.5177
2177,8/11/2014,14.7378,99964,14.6875,14.8636,14.6749
2176,8/12/2014,14.6121,58330,14.6561,14.7189,14.4737
2175,8/13/2014,14.5177,83172,14.6938,14.7178,14.4674
2174,8/14/2014,14.2977,88974,14.568,14.568,14.26
2173,8/15/2014,14.524,118800,14.4297,14.6121,14.0713
2172,8/18/2014,14.7315,143900,14.6498,14.9201,14.5743
2171,8/19/2014,14.8133,121107,14.7252,15.0459,14.6749
2170,8/20/2014,14.8195,61458,14.7818,14.851,14.5995
2169,8/21/2014,14.6812,118873,14.7818,14.8321,14.4863
2168,8/22/2014,14.7692,80509,14.6624,14.983,14.6435
2167,8/25/2014,14.8195,34306,14.8761,14.9704,14.7347
2166,8/26/2014,14.8447,85904,14.7881,14.9642,14.7504
2165,8/27/2014,14.8824,94064,14.8195,14.895,14.7315
2164,8/28/2014,14.8636,69656,14.8007,14.9013,14.6721
2163,8/29/2014,14.8824,58957,14.851,14.9201,14.7189
2162,9/2/2014,15.0522,151555,14.8698,15.0836,14.7692
2161,9/3/2014,15.0962,176954,15.0585,15.4357,14.8384
2160,9/4/2014,15.2282,114577,15.0836,15.3288,14.9453
2159,9/5/2014,15.3728,137502,15.1842,15.4797,15.1088
2158,9/8/2014,15.5929,295141,15.3917,15.7375,15.3288
2157,9/9/2014,15.4609,256145,15.6621,15.6621,15.3263
2156,9/10/2014,15.4231,181913,15.4609,15.4609,15.2597
2155,9/11/2014,15.4734,66017,15.3414,15.5363,15.2722
2154,9/12/2014,15.4734,402028,15.4357,15.53,15.1025
2153,9/15/2014,15.4671,191007,15.618,15.9324,15.4483
2152,9/16/2014,15.53,95293,15.4671,15.6055,15.2659
2151,9/17/2014,15.5866,83591,15.4923,15.5929,15.4609
2150,9/18/2014,15.5237,103095,15.5992,15.7149,15.4986
2149,9/19/2014,15.4671,201259,15.5174,15.5677,15.3414
2148,9/22/2014,15.4609,206989,15.4609,15.6558,15.4168
2147,9/23/2014,14.9453,161880,15.6495,15.6495,14.8573
2146,9/24/2014,14.8384,112516,14.9201,15.0038,14.6812
2145,9/25/2014,14.6183,72442,14.851,14.851,14.5177
2144,9/26/2014,14.7692,55778,14.6121,14.8233,14.4737
2143,9/29/2014,14.7315,117572,14.6686,14.7881,14.5498
2142,9/30/2014,14.4549,199261,14.7001,14.8133,14.2788
2141,10/1/2014,14.4046,273271,14.4612,14.5052,14.3084
2140,10/2/2014,14.5869,243050,14.3731,14.6246,14.1153
2139,10/3/2014,14.7189,57679,14.6875,14.8133,14.524
2138,10/6/2014,14.5995,57678,14.7252,14.8384,14.5931
2137,10/7/2014,14.1279,113276,14.5743,14.6564,14.1153
2136,10/8/2014,14.2222,100190,14.0776,14.2662,13.6815
2135,10/9/2014,14.021,89113,14.1845,14.2222,13.9456
2134,10/10/2014,13.6815,132573,13.9456,14.0625,13.5935
2133,10/13/2014,13.4363,193478,13.6752,14.0147,13.3231
2132,10/14/2014,13.6249,254644,13.562,13.8764,13.386
2131,10/15/2014,13.8576,168326,13.4992,13.8953,13.2665
2130,10/16/2014,14.3291,325344,13.6941,14.4863,13.4552
2129,10/17/2014,13.9582,297949,14.4926,14.6498,13.889
2128,10/20/2014,13.9959,192793,13.8953,14.0525,13.6438
2127,10/21/2014,14.6812,144937,14.0965,14.6938,14.0173
2126,10/22/2014,14.1091,145025,14.6686,14.8007,14.021
2125,10/23/2014,14.4737,127778,14.392,14.5492,14.0927
2124,10/24/2014,14.7252,83118,14.5177,14.7692,14.2301
2123,10/27/2014,14.8321,98405,14.7064,15.0591,14.568
2122,10/28/2014,15.3414,293664,14.9201,15.398,14.807
2121,10/29/2014,15.8192,680628,15.3917,16.0267,14.9956
2120,10/30/2014,15.9827,154724,15.8255,16.0142,15.5112
2119,10/31/2014,15.9701,148143,16.033,16.1273,15.8884
2118,11/3/2014,15.6872,223176,16.0142,16.1588,15.4043
2117,11/4/2014,15.4168,297010,15.6935,15.8695,15.3225
2116,11/5/2014,15.354,184529,15.4734,15.53,15.0396
2115,11/6/2014,15.7752,284046,15.3791,15.8318,15.1276
2114,11/7/2014,16.1713,170344,15.7312,16.2216,15.6432
2113,11/10/2014,16.0959,101008,16.1588,16.2154,15.7186
2112,11/11/2014,16.2531,106165,16.1588,16.2845,15.9576
2111,11/12/2014,16.2342,122232,16.1651,16.4731,16.0833
2110,11/13/2014,16.1148,83547,16.2216,16.4291,15.945
2109,11/14/2014,16.0456,166128,16.1022,16.2908,15.9198
2108,11/17/2014,15.9576,165950,15.9701,16.1525,15.7186
2107,11/18/2014,16.1651,213959,16.0267,16.3285,15.9324
2106,11/19/2014,16.1336,100007,16.1273,16.2279,15.857
2105,11/20/2014,16.121,136414,16.0896,16.2216,15.9953
2104,11/21/2014,15.7375,349217,16.3034,16.3034,15.6966
2103,11/24/2014,16.316,347381,16.0896,16.4291,15.901
2102,11/25/2014,16.5612,560549,16.4291,16.8692,16.2719
2101,11/26/2014,16.6115,77234,16.5675,16.7561,16.4543
2100,11/28/2014,16.4857,58624,16.6932,16.7687,16.4731
2099,12/1/2014,16.6178,381919,16.5297,16.8441,15.9198
2098,12/2/2014,16.404,166346,16.6806,16.8001,16.3537
2097,12/3/2014,16.0016,183727,16.2782,16.5172,15.9764
2096,12/4/2014,16.1651,198792,16.0393,16.3663,16.0204
2095,12/5/2014,15.8758,296188,15.8444,16.0189,15.5363
2094,12/8/2014,15.8695,214260,15.8758,15.9387,15.5803
2093,12/9/2014,15.7375,126231,15.6872,15.9827,15.6243
2092,12/10/2014,15.5363,121101,15.6998,15.6998,15.3728
2091,12/11/2014,15.6306,150159,15.5615,15.945,15.5615
2090,12/12/2014,15.6621,150689,15.3854,16.033,15.3854
2089,12/15/2014,15.6746,155107,15.7375,15.9764,15.6243
2088,12/16/2014,15.2156,205813,15.7061,15.7155,15.2094
2087,12/17/2014,15.9701,481146,15.4923,16.1148,15.2219
2086,12/18/2014,16.2908,314562,16.1839,16.4543,16.0016
2085,12/19/2014,16.4543,530144,16.2971,16.7058,16.2719
2084,12/22/2014,16.6492,248046,16.3851,16.8001,16.3851
2083,12/23/2014,16.863,306243,16.7938,17.0264,16.624
2082,12/24/2014,16.7372,178614,16.8504,16.9761,16.6806
2081,12/26/2014,16.5926,99407,16.819,16.9573,16.4983
2080,12/29/2014,16.5612,237876,16.5989,16.8001,16.3663
2079,12/30/2014,16.4103,229254,16.5423,16.8001,16.3977
2078,12/31/2014,16.4606,380761,16.4731,16.5832,16.4355
2077,1/2/2015,16.1148,420869,16.5109,16.536,15.6746
2076,1/5/2015,15.6998,246548,16.0267,16.0676,15.6746
2075,1/6/2015,15.8255,271543,15.7124,16.0959,15.2597
2074,1/7/2015,16.0833,175668,15.9136,16.1399,15.7249
2073,1/8/2015,16.2405,192805,16.1965,16.4228,15.9136
2072,1/9/2015,16.8944,305962,16.2405,16.9195,16.2154
2071,1/12/2015,17.2842,398983,16.8881,17.3031,16.6303
2070,1/13/2015,17.2025,382701,17.3219,17.6552,17.1207
2069,1/14/2015,17.2528,237143,17.2465,17.4659,16.8781
2068,1/15/2015,17.1585,186953,17.2465,17.3219,16.9258
2067,1/16/2015,17.0139,132521,17.0704,17.2716,16.9478
2066,1/20/2015,16.9698,294252,17.1019,17.1622,16.9636
2065,1/21/2015,17.0642,284935,16.9321,17.2025,16.9107
2064,1/22/2015,17.4603,536889,17.0956,17.586,17.0767
2063,1/23/2015,17.7935,258483,17.41,18.1267,17.332
2062,1/26/2015,17.9004,147680,17.8249,18.0513,17.6426
2061,1/27/2015,17.9067,210664,17.7306,17.9507,17.5609
2060,1/28/2015,17.3471,147962,17.9193,18.0041,17.2716
2059,1/29/2015,17.7621,155230,17.3408,17.7684,17.1019
2058,1/30/2015,17.6803,126132,17.6489,17.9004,17.4414
2057,2/2/2015,17.7809,328578,17.7809,17.9067,17.1333
2056,2/3/2015,18.2399,768886,17.8627,18.6109,17.6237
2055,2/4/2015,18.4285,642275,18.2022,18.5794,18.2022
2054,2/5/2015,18.504,136657,18.5166,18.5417,18.3154
2053,2/6/2015,18.4977,106152,18.5166,18.5354,18.3154
2052,2/9/2015,18.8498,434610,18.7052,18.9504,18.46
2051,2/10/2015,18.9755,206842,18.8687,19.1453,18.7178
2050,2/11/2015,19.0447,95121,19.0007,19.0887,18.9252
2049,2/12/2015,19.1076,208340,19.1767,19.2019,19.0227
2048,2/13/2015,19.2522,421311,19.0699,19.51,19.0699
2047,2/17/2015,19.4282,860743,19.422,19.6169,19.1956
2046,2/18/2015,19.8181,1740300,19.7112,19.8747,18.941
2045,2/19/2015,20.4217,595178,19.8621,20.7297,19.8432
2044,2/20/2015,20.5034,314670,20.4845,20.5337,20.1456
2043,2/23/2015,20.5537,220040,20.5726,20.6417,20.3902
2042,2/24/2015,20.7109,164930,20.648,20.7172,20.5097
2041,2/25/2015,20.736,277388,20.736,20.9561,20.6134
2040,2/26/2015,21.1447,293778,20.7549,21.2579,20.7235
2039,2/27/2015,21.6163,512411,21.478,21.8175,21.2516
2038,3/2/2015,22.157,417730,21.7357,22.289,21.6478
2037,3/3/2015,21.9181,599191,22.1319,22.245,21.5597
2036,3/4/2015,22.0375,288821,21.9558,22.4148,21.8552
2035,3/5/2015,21.9244,347999,22.0375,22.1319,21.8189
2034,3/6/2015,21.3522,281983,21.7672,21.9369,21.3145
2033,3/9/2015,21.9307,183180,21.3962,22.0375,21.3333
2032,3/10/2015,21.2516,277726,21.7357,21.7798,21.2327
2031,3/11/2015,21.6917,244615,21.3208,21.742,21.3208
2030,3/12/2015,21.5786,350534,21.8363,22.0438,21.2705
2029,3/13/2015,21.9432,336217,21.5283,22.2199,21.434
2028,3/16/2015,22.1067,204406,22.1507,22.2953,21.9998
2027,3/17/2015,22.0941,147604,21.9935,22.2387,21.9369
2026,3/18/2015,22.2073,114021,22.025,22.3645,21.9181
2025,3/19/2015,22.289,226390,22.2639,22.4148,22.1633
2024,3/20/2015,22.4337,287428,22.3142,22.5468,22.2576
2023,3/23/2015,22.5468,126742,22.4462,22.7166,22.3959
2022,3/24/2015,21.9747,178245,22.528,22.5798,21.9369
2021,3/25/2015,21.698,176838,22.0501,22.069,21.5974
2020,3/26/2015,21.7735,94161,21.7483,21.9495,21.5095
2019,3/27/2015,21.9747,125752,21.742,22.1947,21.6477
2018,3/30/2015,22.3331,237305,22.1381,22.4399,22.0453
2017,3/31/2015,22.3142,202769,22.289,22.5779,22.1067
2016,4/1/2015,21.8552,326810,22.2387,22.3959,21.4905
2015,4/2/2015,22.1193,119340,21.8489,22.201,21.7923
2014,4/6/2015,22.245,156014,22.1256,22.4148,22.0564
2013,4/7/2015,21.8238,170738,22.2702,22.3708,21.7986
2012,4/8/2015,22.1319,226151,21.8678,22.2136,21.7232
2011,4/9/2015,21.5345,240445,21.8489,22.0375,21.4402
2010,4/10/2015,21.4402,117053,21.5471,21.5723,21.3962
2009,4/13/2015,21.0253,446705,21.0127,21.178,20.5286
2008,4/14/2015,21.1824,236334,21.2327,21.3585,20.9309
2007,4/15/2015,21.3208,77985,21.3774,21.6949,21.2893
2006,4/16/2015,20.975,90269,21.2893,21.3774,20.9435
2005,4/17/2015,20.6229,354315,20.736,20.8492,20.1576
2004,4/20/2015,21.1824,163487,20.6732,21.1887,20.604
2003,4/21/2015,20.9812,103351,21.2516,21.3208,20.8178
2002,4/22/2015,20.6857,95043,20.9121,20.9121,20.5851
2001,4/23/2015,20.7297,178302,20.7486,20.8178,20.4468
2000,4/24/2015,20.6669,138916,20.736,20.8744,20.5223
1999,4/27/2015,20.145,382315,20.6669,20.9058,19.8621
1998,4/28/2015,20.3588,434229,20.1513,20.6134,20.0507
1997,4/29/2015,20.4342,243654,20.2582,20.6794,20.2079
1996,4/30/2015,18.9001,1006092,20.1827,20.1953,18.4097
1995,5/1/2015,19.3339,426486,19.0196,19.4031,18.9284
1994,5/4/2015,19.1705,409065,19.4094,19.4094,18.6989
1993,5/5/2015,18.8435,296738,19.2333,19.2333,18.702
1992,5/6/2015,18.5732,197367,18.8498,18.8624,18.372
1991,5/7/2015,18.7555,291624,18.416,18.8121,18.416
1990,5/8/2015,18.6486,155031,18.8875,19.0133,18.6423
1989,5/11/2015,18.8435,175814,18.6486,19.0636,18.6486
1988,5/12/2015,18.2399,247138,18.7681,18.7681,17.9601
1987,5/13/2015,18.4788,173366,18.3845,18.4977,18.2588
1986,5/14/2015,18.5229,392164,18.4788,18.6926,18.177
1985,5/15/2015,18.3028,201433,18.4474,18.4663,18.1896
1984,5/18/2015,18.7995,226431,18.2588,18.9064,18.2588
1983,5/19/2015,18.4851,174879,18.7052,18.9001,18.4034
1982,5/20/2015,18.5229,122025,18.5291,18.5732,18.2336
1981,5/21/2015,18.4663,142805,18.5166,18.6675,18.3531
1980,5/22/2015,18.6109,169931,18.4663,18.6423,18.2399
1979,5/26/2015,18.5606,170203,18.6046,18.6738,18.3201
1978,5/27/2015,18.3971,207695,18.6046,18.7052,18.3782
1977,5/28/2015,18.3908,136011,18.3217,18.46,18.045
1976,5/29/2015,18.177,262947,18.3468,18.3468,17.9696
1975,6/1/2015,17.6049,742446,18.0324,18.0387,17.0327
1974,6/2/2015,17.5231,500256,17.3471,17.6929,17.3471
1973,6/3/2015,17.8815,249289,17.5986,17.9507,17.5986
1972,6/4/2015,17.7558,157281,17.7558,17.7904,17.5923
1971,6/5/2015,18.1267,237786,17.8501,18.1833,17.5043
1970,6/8/2015,17.8501,200424,18.0764,18.1456,17.63
1969,6/9/2015,17.9255,247978,17.869,17.9978,17.5734
1968,6/10/2015,17.7432,232832,17.9758,17.9758,17.6552
1967,6/11/2015,17.9633,158251,17.6489,18.1142,17.62
1966,6/12/2015,17.9004,161410,17.869,17.9507,17.6992
1965,6/15/2015,18.1519,445884,17.7432,18.1896,17.542
1964,6/16/2015,17.9004,230249,18.1393,18.1582,17.869
1963,6/17/2015,17.6112,210487,17.9444,18.1079,17.6112
1962,6/18/2015,18.5983,674072,18.1519,19.0447,18.0073
1961,6/19/2015,18.9252,282097,18.6612,19.0133,18.5857
1960,6/22/2015,19.2082,224230,19.007,19.4157,18.8246
1959,6/23/2015,19.1264,157727,19.2082,19.2082,18.9818
1958,6/24/2015,18.9441,120839,19.0887,19.1642,18.7492
1957,6/25/2015,19.0384,189995,18.963,19.0699,18.5857
1956,6/26/2015,19.8935,594337,19.095,19.9878,18.9982
1955,6/29/2015,19.139,365786,20.0004,20.0035,18.9818
1954,6/30/2015,19.2899,295385,19.3465,19.3842,19.0133
1953,7/1/2015,19.1013,280789,19.4534,19.554,19.0196
1952,7/2/2015,19.3528,173528,19.4911,19.6672,18.9881
1951,7/6/2015,19.2459,142192,19.1705,19.5226,19.0636
1950,7/7/2015,19.3968,205981,19.3654,19.4911,18.8938
1949,7/8/2015,19.1579,131506,19.1893,19.3842,18.9881
1948,7/9/2015,19.2585,126741,19.3591,19.4911,19.1642
1947,7/10/2015,19.7112,234440,19.4282,19.7489,19.4031
1946,7/13/2015,20.0193,185829,19.8118,20.0318,19.8118
1945,7/14/2015,20.5223,306320,20.1199,20.6417,20.0193
1944,7/15/2015,20.4342,219300,20.4971,20.6103,20.0067
1943,7/16/2015,20.5034,169328,20.5977,20.6424,20.2896
1942,7/17/2015,20.6354,144225,20.5223,20.6669,20.3619
1941,7/20/2015,20.6857,203419,20.6291,20.7423,20.3336
1940,7/21/2015,20.0507,299724,20.5914,20.604,19.9815
1939,7/22/2015,20.3274,251010,20.057,20.5348,20.013
1938,7/23/2015,20.2519,259484,20.3336,20.6606,20.1953
1937,7/24/2015,19.5226,268700,20.2205,20.3965,19.3654
1936,7/27/2015,19.3339,146221,19.2082,19.5351,19.0636
1935,7/28/2015,18.8184,1044773,19.5037,19.5037,18.3342
1934,7/29/2015,19.1327,378297,18.8812,19.2078,18.7052
1933,7/30/2015,19.925,576899,19.3276,20.3022,19.1767
1932,7/31/2015,20.2771,305261,20.0507,20.3399,19.9036
1931,8/3/2015,20.2268,189200,20.3839,20.4028,20.0067
1930,8/4/2015,19.8621,142397,20.2456,20.2771,19.7741
1929,8/5/2015,19.2145,264725,19.9312,20.1324,19.007
1928,8/6/2015,18.5291,499270,19.3339,19.554,18.1519
1927,8/7/2015,18.6046,357362,18.4663,18.9755,18.46
1926,8/10/2015,18.6738,294493,18.7303,18.7932,18.4034
1925,8/11/2015,17.7809,357584,18.5606,18.7115,17.6533
1924,8/12/2015,17.8312,405141,17.7118,18.0702,17.6573
1923,8/13/2015,18.2776,446643,17.6112,18.4914,17.4288
1922,8/14/2015,18.5229,204875,18.2148,18.548,18.1494
1921,8/17/2015,19.3402,389879,18.4097,19.3591,18.3279
1920,8/18/2015,19.2333,256065,19.3402,19.3402,19.1453
1919,8/19/2015,19.4911,325614,19.1013,19.6169,18.9818
1918,8/20/2015,18.7366,750863,19.2459,19.3214,18.7178
1917,8/21/2015,18.4034,571265,18.4285,18.8058,18.045
1916,8/24/2015,17.6049,652641,17.3534,18.2745,16.9164
1915,8/25/2015,17.8941,413012,18.1456,18.1582,17.6615
1914,8/26/2015,18.089,202255,18.2148,18.2148,17.674
1913,8/27/2015,18.1456,162889,18.2399,18.4663,17.957
1912,8/28/2015,18.2399,141366,18.1205,18.4474,18.0199
1911,8/31/2015,18.2211,174011,18.2085,18.4128,18.1267
1910,9/1/2015,17.4225,242914,17.957,18.0764,17.3848
1909,9/2/2015,17.542,223888,17.5923,17.5923,17.2905
1908,9/3/2015,17.2465,297781,17.4917,17.7055,17.0139
1907,9/4/2015,17.4225,167990,17.0642,17.5734,16.9689
1906,9/8/2015,17.5483,145492,17.8627,17.9507,17.4288
1905,9/9/2015,17.0767,161318,17.7872,17.8187,17.0767
1904,9/10/2015,17.0579,180183,17.1145,17.1585,16.6743
1903,9/11/2015,16.9321,162912,16.9195,16.9761,16.6178
1902,9/14/2015,16.9384,96978,16.9321,17.1145,16.7687
1901,9/15/2015,17.0516,100930,16.9384,17.1082,16.7875
1900,9/16/2015,17.0893,84560,17.0704,17.303,16.9321
1899,9/17/2015,17.3597,88433,17.542,17.5546,17.1836
1898,9/18/2015,17.5986,308222,17.1899,17.63,17.0453
1897,9/21/2015,17.0956,203944,17.6929,17.7872,16.9887
1896,9/22/2015,16.2657,129499,16.8818,16.9749,16.1588
1895,9/23/2015,15.8381,186087,16.2971,16.6052,15.7312
1894,9/24/2015,16.1085,290775,15.7941,16.2468,15.7815
1893,9/25/2015,16.0267,217554,16.2279,16.2342,15.9198
1892,9/28/2015,15.3791,199641,16.0079,16.0079,15.3414
1891,9/29/2015,15.2597,174894,15.3791,15.5929,15.0647
1890,9/30/2015,15.8381,182066,15.4357,15.8758,15.4357
1889,10/1/2015,15.6495,144881,15.8695,15.9324,15.3854
1888,10/2/2015,15.8507,228587,15.3288,15.901,15.2974
1887,10/5/2015,16.1588,151618,15.901,16.404,15.7752
1886,10/6/2015,16.4606,215691,16.1651,16.6178,16.1651
1885,10/7/2015,16.819,133693,16.5423,16.8252,16.4354
1884,10/8/2015,17.1836,337383,16.7309,17.2213,16.6115
1883,10/9/2015,17.1082,295308,17.127,17.4351,16.8944
1882,10/12/2015,17.1899,182729,17.1459,17.2779,16.8818
1881,10/13/2015,17.083,165004,17.0642,17.7118,17.039
1880,10/14/2015,16.9636,168693,17.083,17.2276,16.7561
1879,10/15/2015,17.0767,450194,16.9573,17.1836,16.4166
1878,10/16/2015,16.863,108516,17.1145,17.1145,16.7498
1877,10/19/2015,17.1019,155303,16.7624,17.1773,16.7373
1876,10/20/2015,16.624,225536,17.0201,17.0201,16.3537
1875,10/21/2015,16.0267,192071,16.6806,16.7246,15.8947
1874,10/22/2015,16.3474,148187,16.0833,16.6052,15.8444
1873,10/23/2015,16.7749,137056,16.5234,16.8818,16.2657
1872,10/26/2015,16.7184,109668,16.8252,16.8818,16.5675
1871,10/27/2015,16.4794,241077,16.5989,16.5989,16.1273
1870,10/28/2015,17.2213,267068,16.5612,17.4791,16.4895
1869,10/29/2015,17.1773,136429,17.2213,17.3219,16.8881
1868,10/30/2015,17.2088,223224,17.1836,17.3345,17.039
1867,11/2/2015,17.2905,403934,17.2528,17.4225,17.105
1866,11/3/2015,16.6743,719639,17.1207,17.3282,15.5238
1865,11/4/2015,16.2468,475501,16.6618,16.6806,15.8318
1864,11/5/2015,16.5863,346655,17.0893,17.0893,16.2782
1863,11/6/2015,17.0264,319641,16.536,17.2905,16.4244
1862,11/9/2015,16.8252,256117,16.9761,17.0893,16.6743
1861,11/10/2015,17.1648,205255,16.8001,17.2654,16.7372
1860,11/11/2015,17.0264,121547,17.2213,17.3094,16.9887
1859,11/12/2015,16.7624,117884,16.9007,17.1145,16.4606
1858,11/13/2015,16.5109,113410,16.6743,16.7687,16.404
1857,11/16/2015,16.4354,123218,16.4669,16.492,16.2216
1856,11/17/2015,16.2845,169740,16.4166,16.4983,16.2028
1855,11/18/2015,16.4417,307553,16.2845,16.6555,16.0833
1854,11/19/2015,16.1336,144997,16.404,16.4794,15.945
1853,11/20/2015,16.0645,105693,16.2091,16.3222,15.9953
1852,11/23/2015,15.7941,247994,16.1336,16.1651,15.6872
1851,11/24/2015,15.6432,189052,15.6935,15.7501,15.486
1850,11/25/2015,15.8821,213730,15.6683,16.0204,15.5552
1849,11/27/2015,15.7501,65160,15.9136,16.0204,15.6809
1848,11/30/2015,15.9764,293702,15.6809,16.0456,15.5992
1847,12/1/2015,15.9953,128530,16.0267,16.2264,15.8004
1846,12/2/2015,15.6243,168749,15.9953,16.0204,15.5363
1845,12/3/2015,15.4671,185178,15.53,15.5929,15.1653
1844,12/4/2015,14.9264,188329,15.4357,15.5457,14.895
1843,12/7/2015,14.7064,414500,14.7252,14.8133,14.0682
